"Model_Name","AIC","RMSE","R_Squared","Parameters"
"Linear",271.651743721618,16.2491239588874,0.809329206552934,"(Intercept) = -4588.03571169548, Year = 2.31321765835893"
"Exponential",8558.65462366325,4.91316725544414e+38,-1.74320060435266e+74,"r = 0.0651000000000735, N0 = 7.11860527294771e-19, t0 = 0.0100080892031787"
"Logarithmic",272.1182929073,16.328285072118,0.807466893428108,"a = 4618.22256093206, b = -35064.1378266082"
"Logistic",222.116929845754,9.49929912174654,0.934836050731494,"K = 92.661829535618, r = 0.25208087527839, t0 = 2004.92232106293"
"Gompertz",222.714109673934,9.1684842280212,0.939295714082404,"N0 = 89.0405165755616, Nmax = 9.39904080898222, k = 0.196626445259544, t0 = 1999.22897491297, y0 = 4.89819678805496"
"GompertzDerivate",NA,NA,NA,NA
"Weibull",NA,NA,NA,NA
"VonBertalanffy",273.974027906489,16.3037659992619,0.808044686974056,"Linf = 6840.43548808397, k = 0.000338104182620669, t0 = 1983.37681417863"
"Normal",224.653704399551,9.75366151158361,0.931299542365391,"mu = 2019.24789563754, sigma = 11.5607612747963, A = 94.1164115812724"
