"Start_Date","End_Year","Peak_Year","Peak_Articles","Anomalies_Count","Outliers_ZScore_Count","Outliers_Identified_Count","Moving_Averages_Window_Sizes"
1965,2023,2023,115,1,3,0,"5,10,20"
